Title,Director,Genre,Cast
Buck,John C. Donkin,Documentary,Simon Pegg Vincent Tong Aaron Harris
Hobo with a Shotgun,Jason Eisener,Black Comedy,Rutger Hauer Molly Dunsworth Gregory Smith
Pariah,Dee Rees,Drama,Adepero Oduye Pernell Walker Aasha Davis
Silent House,Chris Kentis,Horror,Elizabeth Olsen Adam Trese Eric Sheffer Stevens
Win Win,Tom McCarthy,"Sports, Comedy, Drama",Paul Giamatti Alex Shaffer Amy Ryan
The Devil's Double,Lee Tamahori,Drama Action Thriller Crime War,Dominic Cooper Ludivine Sagnier Raad Rawi
Like Crazy,Drake Doremus,"Romance, Drama",Anton Yelchin Felicity Jones Jennifer Lawrence
POM Wonderful Presents: The Greatest Movie Ever Sold,Morgan Spurlock,Documentary,Morgan Spurlock Paul Brennan Ralph Nader
Cedar Rapids,Miguel Arteta,Comedy,Ed Helms John C. Reilly Anne Heche
Gnomeo & Juliet,Kelly Asbury,"Animated, Fantasy, Comedy, Romance",James McAvoy Emily Blunt Michael Caine
Higher Ground,Vera Farmiga,Drama,Vera Farmiga Donna Murphy Dagmara Domińczyk
Another Earth,Mike Cahill,"Science fiction, Drama",Brit Marling William Mapother Matthew-Lee Erlbach
Sound of My Voice,Zal Batmanglij,Thriller,Brit Marling Christopher Denham Nicole Vicius
Take Shelter,Jeff Nichols,"Thriller, Drama",Michael Shannon Jessica Chastain Katy Mixon
Margin Call,J.C. Chandor,Drama,Kevin Spacey Zachary Quinto Simon Baker
The Rite,Mikael Håfström,Horror,Anthony Hopkins Colin O'Donoghue Alice Braga
The Mechanic,Simon West,"Action, Thriller",Jason Statham Ben Foster Donald Sutherland
Sanctum,Alister Grierson,"Disaster, Survival",Richard Roxburgh Ioan Gruffudd Rhys Wakefield
Cold Weather,Aaron Katz,Mystery,Cris Lankenau Trieste Kelly Dunn Raúl Castillo
The Other Woman,Nick Cassavetes,Drama,Cameron Diaz Leslie Mann Kate Upton
The Roommate,Christian E. Christiansen,Thriller,Leighton Meester Minka Kelly Cam Gigandet
Waiting for Forever,James Keach,Romance,Rachel Bilson Tom Sturridge Matthew Davis
Just Go with It,Dennis Dugan,"Romantic, Comedy",Adam Sandler Jennifer Aniston Nicole Kidman
Carancho,Pablo Trapero,Crime,Ricardo Darín Martina Gusman Carlos Weber
Carbon Nation,Peter Byck,Documentary,
The Eagle,Kevin Macdonald,"Historical, Drama",Channing Tatum Mark Strong Jamie Bell
Justin Bieber: Never Say Never,Jon M. Chu,Concert,Justin Bieber Nathan Morris Wanya Morris
Mooz-lum,Qasim Basir,Drama,Nia Long Danny Glover Evan Ross
The Adjustment Bureau,George Nolfi,"Science Fiction, Thriller",Matt Damon Emily Blunt John Slattery
Coriolanus,Ralph Fiennes,Tragedy,Gerard Butler Ralph Fiennes Lubna Azabal
Paul,Greg Mottola,"Science Fiction, Comedy",Seth Rogen Simon Pegg Nick Frost
Rango,Gore Verbinski,"Animation, Comedy",Johnny Depp Isla Fisher Ned Beatty
A Separation,Kevin Goetz,Drama,Alycia Debnam-Carey Brenton Thwaites Claire Holt
Unknown,Jaume Collet-Serra,Action,Liam Neeson Diane Kruger January Jones
"Big Mommas: Like Father, Like Son",John Whitesell,"Action, Comedy",Martin Lawrence Brandon T. Jackson Portia Doubleday
I Am Number Four,D. J. Caruso,"Science Fiction, Thriller, Action",Alex Pettyfer Dianna Agron Teresa Palmer
Drive Angry,Patrick Lussier,"Fantasy, Action",Nicolas Cage Amber Heard William Fichtner
Hall Pass,Bobby Farrelly,Comedy,Owen Wilson Jason Sudeikis Jenna Fischer
Take Me Home Tonight,Michael Dowse,Comedy,Topher Grace Anna Faris Dan Fogler
Beastly,Daniel Barnz,"Romance, Fantasy, Drama",Alex Pettyfer Vanessa Hudgens Mary-Kate Olsen
Red Riding Hood,Catherine Hardwicke,"Romance, Horror",Amanda Seyfried Gary Oldman Billy Burke
Battle: Los Angeles,Jonathan Liebesman,"Science fiction, Action",Aaron Eckhart Ramón Rodríguez Will Rothhaar
Limitless,Neil Burger,"Science fiction, Thriller",Bradley Cooper Robert De Niro Abbie Cornish
Jane Eyre,Cary Joji Fukunaga,"Romance, Drama",Mia Wasikowska Michael Fassbender Jamie Bell
The Lincoln Lawyer,Brad Furman,Thriller,Matthew McConaughey Marisa Tomei Ryan Phillippe
Mars Needs Moms,Simon Wells,"Science fiction, Animated, Adventure, Family",Seth Green Joan Cusack Dan Fogler
Source Code,Duncan Jones,"Science fiction, Thriller",Jake Gyllenhaal Michelle Monaghan Vera Farmiga
Attack the Block,Joe Cornish,"Science fiction, Comedy, Horror",Jodie Whittaker John Boyega Nick Frost
Fightville,Petra Epperlein,"Documentary, Sports",'Crazy' Tim Credeur Gil 'The Thrill' Guillory Albert Stainback
The Divide,Xavier Gens,Horror,Lauren German Michael Biehn Milo Ventimiglia
Kumaré,Vikram Gandhi,Documentary,Purva Bedi Kristen Calgaro
The Beaver,Jodie Foster,"Comedy, Drama",Mel Gibson Jodie Foster Jennifer Lawrence
Dylan Dog: Dead of Night,Kevin Munroe,"Horror, Comedy",Brandon Routh Peter Stormare Sam Huntington
Rio,Carlos Saldanha,"Animated, Adventure, Comedy",Jesse Eisenberg Anne Hathaway Leslie Mann
Diary of a Wimpy Kid: Rodrick Rules,David Bowers,Comedy,Zachary Gordon Devon Bostick Robert Capron
Sucker Punch,Zack Snyder,"Action, Thriller",Emily Browning Abbie Cornish Jena Malone
Hop,Tim Hill,"Fantasy, Comedy",Russell Brand James Marsden Kaley Cuoco
Wrecked,Michael Greenspan,Thriller,Adrien Brody Caroline Dhavernas Ryan Robbins
Hanna,Sheila Paige,"Action, Thriller",Saoirse Ronan Eric Bana Vicky Krieps
Arthur,Andrew Fiero,"Romance, Comedy",Russell Brand Helen Mirren Greta Gerwig
Soul Surfer,Sean McNamara,"Biography, Drama",AnnaSophia Robb Helen Hunt Dennis Quaid
Your Highness,David Gordon Green,"Comedy, Fantasy",Danny McBride James Franco Natalie Portman
Scream 4,Wes Craven,Slasher,Neve Campbell Courteney Cox David Arquette
3D Sex and Zen: Extreme Ecstasy,Christopher Sun,Drama,Saori Hara Yukiko Suo Tony Ho
Atlas Shrugged: Part I,Paul Johansson,"Sci-Fi, Drama",Taylor Schilling Paul Johansson Michael O'Keefe
Fast Five,Alexander Witt,"Heist, Action",Vin Diesel Paul Walker Dwayne Johnson
We Have a Pope,Nanni Moretti,"Comedy, Drama",Michel Piccoli Margherita Buy Jerzy Stuhr
Thor,Kenneth Branagh,"Superhero, Action, Adventure, Fantasy",Chris Hemsworth Natalie Portman Tom Hiddleston
African Cats,Alastair Fothergill,Documentary,Samuel L. Jackson
Madea's Big Happy Family,Tyler Perry,Comedy,Tyler Perry Loretta Devine Shad Moss
Water for Elephants,Francis Lawrence,"Romance, Drama",Robert Pattinson Reese Witherspoon Christoph Waltz
Hoodwinked Too! Hood vs. Evil,Mike Disa,"Animation, Comedy",Hayden Panettiere Bill Hader Joan Cusack
Bridesmaids,Paul Feig,Comedy,Kristen Wiig Maya Rudolph Rose Byrne
Prom,Joe Nussbaum,"Romance, Comedy, Drama",Aimee Teegarden Thomas McDonell Nicholas Braun
Fullmetal Alchemist: The Sacred Star of Milos,Kazuya Murata,Animation,Romi Park Rie Kugimiya Maaya Sakamoto
Jumping the Broom,Salim Akil,"Romance, Comedy, Drama",Paula Patton Laz Alonso Angela Bassett
Something Borrowed,Luke Greenfield,"Romance, Comedy",Ginnifer Goodwin Kate Hudson Colin Egglesfield
Pirates of the Caribbean: On Stranger Tides,Rob Marshall,Fantasy,Johnny Depp Penélope Cruz Geoffrey Rush
Midnight in Paris,Woody Allen,"Fantasy, Comedy, Drama",Owen Wilson Rachel McAdams Kurt Fuller
Restless,Gus Van Sant,"Romance, Drama",Mia Wasikowska Henry Hopper Ryo Kase
We Need to Talk About Kevin,Lynne Ramsay,"Thriller, Drama",Tilda Swinton John C. Reilly Ezra Miller
Miss Bala,Catherine Hardwicke,"Action, Thriller",Gina Rodriguez Ismael Cruz Córdova Aislinn Derbez
Priest,Scott Stewart,"Action, Horror",Paul Bettany Karl Urban Lily Collins
Departures,Hisashi Saito,Animation Action Romance Fantasy,
Footnote,Yang Zhengfan,Drama,
The Artist,Michel Hazanavicius,"Comedy, Drama, Romance",Jean Dujardin Bérénice Bejo John Goodman
The Tree of Life,Terrence Malick,"Epic, Experimental, Drama",Brad Pitt Sean Penn Jessica Chastain
Where Do We Go Now?,Nadine Labaki,Drama,Claude Msawbaa Leyla Hakim Nadine Labaki
Melancholia,Lars von Trier,"Sci-Fi, Drama",Kirsten Dunst Charlotte Gainsbourg Kiefer Sutherland
"Oslo, August 31st",Joachim Trier,Drama,Anders Danielsen Lie Hans Olav Brenner Ingrid Olava
The Skin I Live In,Pedro Almodóvar,"Thriller, Drama",Antonio Banderas Elena Anaya Marisa Paredes
Drive,Nicolas Winding Refn,"Action, Drama",Ryan Gosling Carey Mulligan Bryan Cranston
This Is Not a Film,Michael A. Nickles,Documentary,Michael Leydon Campbell Nadia Dajani Jack Kehler
Once Upon a Time in Anatolia,Nuri Bilge Ceylan,Drama,Yılmaz Erdoğan Muhammet Uzuner Ahmet Mümtaz Taylan
Kung Fu Panda 2,Jennifer Yuh Nelson,"Animation, Comedy",Jack Black Angelina Jolie Dustin Hoffman
X-Men: First Class,Tim Postins,"Superhero, Action, Adventure, Sci-Fi",Kevin Bacon Michael Fassbender Jason Flemyng
The Hangover Part II,Todd Phillips,Comedy,Bradley Cooper Ed Helms Zach Galifianakis
The Lion of Judah,Deryck Broom,"Animation, Comedy, Drama",Georgina Cordova Ernest Borgnine Michael Madsen
Judy Moody and the Not Bummer Summer,John Schultz,"Comedy, Family",Jordana Beatty Parris Mosteller Heather Graham
Super 8,J.J. Abrams,"Sci-Fi, Thriller",Joel Courtney Elle Fanning Riley Griffiths
Jiro Dreams of Sushi,David Gelb,Documentary,Jiro Ono Masuhiro Yamamoto Yoshikazu Ono
The Smurfs,Raja Gosnell,"Animation, Adventure, Comedy, Family",Hank Azaria Neil Patrick Harris Jayma Mays
Bad Teacher,Carey Dietrich,Comedy,Cameron Diaz Justin Timberlake Jason Segel
Green Lantern,Martin Campbell,"Superhero, Action, Adventure, Sci-Fi",Ryan Reynolds Blake Lively Peter Sarsgaard
Mr. Popper's Penguins,Mark Waters,"Comedy, Family, Fantasy",Jim Carrey Carla Gugino Madeline Carroll
Cars 2,John Lasseter,"Animation, Spy, Action, Adventure, Comedy",Larry the Cable Guy Owen Wilson Michael Caine
Transformers: Dark of the Moon,Michael Bay,"Sci-Fi, Action",Shia LaBeouf Rosie Huntington-Whiteley Josh Duhamel
A Better Life,Chris Weitz,Drama,Demián Bichir José Julián Chelsea Rendon
Bol,Rohit Shetty,Drama,Ajay Devgn Asin Thottumkal Abhishek Bachchan
Larry Crowne,Tom Hanks,"Romance, Comedy, Drama",Tom Hanks Julia Roberts Bryan Cranston
Horrible Bosses,Seth Gordon,"Black Comedy, Crime",Jason Bateman Charlie Day Jason Sudeikis
Monte Carlo,Thomas Bezucha,"Adventure, Romance, Comedy",Selena Gomez Katie Cassidy Leighton Meester
Collaborator,Martin Donovan,Drama,Martin Donovan David Morse Olivia Williams
Septien,Michael Tully,Comedy Drama Mystery,Robert Longstreet Onur Tukel Jim Willingham
Rapt,Lucas Belvaux,Drama,Yvan Attal Anne Consigny Françoise Fabian
Harry Potter and the Deathly Hallows – Part 2,David Yates,Fantasy,Daniel Radcliffe Rupert Grint Emma Watson
Winnie the Pooh,Stephen J. Anderson,"Animation, Musical, Comedy",John Cleese Jim Cummings Bud Luckey
"Beats, Rhymes & Life: The Travels of A Tribe Called Quest",Michael Rapaport,Documentary,Mary J. Blige Common Q-Tip
Project Nim,James Marsh,Documentary,Bob Angelini Bern Cohen Reagan Leonard
Zookeeper,Frank Coraci,"Fantasy, Romance, Comedy",Kevin James Rosario Dawson Leslie Bibb
Captain America: The First Avenger,Joe Johnston,"Superhero, Action, Adventure, Sci-Fi",Chris Evans Tommy Lee Jones Hugo Weaving
Friends with Benefits,Will Gluck,"Romance, Comedy",Justin Timberlake Mila Kunis Jenna Elfman
Cowboys & Aliens,K.C. Hodenfield,"Sci-Fi, Western",Daniel Craig Harrison Ford Olivia Wilde
Colombiana,Olivier Megaton,"Action, Thriller",Zoe Saldana Cliff Curtis Callum Blue
"Crazy, Stupid, Love.",Glenn Ficarra,"Romance, Comedy",Steve Carell Julianne Moore Emma Stone
Final Destination 5,Steven Quale,Horror,Nicholas D'Agosto Emma Bell Miles Fisher
The Change-Up,David Dobkin,"Fantasy, Romance, Comedy",Jason Bateman Ryan Reynolds Leslie Mann
Phineas and Ferb the Movie: Across the 2nd Dimension,Dan Povenmire,"Animation, Action, Adventure",Vincent Martella Thomas Brodie-Sangster Dan Povenmire
Rise of the Planet of the Apes,Rupert Wyatt,"Sci-Fi, Action",James Franco Andy Serkis Freida Pinto
Glee: The 3D Concert Movie,Kevin Tancharoen,"Concert, Documentary",Lea Michele Cory Monteith Darren Criss
Monsieur Lazhar,Philippe Falardeau,Drama,Mohamed Fellag Émilien Néron Danielle Proulx
One Day,Lone Scherfig,"Romance, Drama",Anne Hathaway Jim Sturgess Tom Mison
The Help,Tate Taylor,"Period, Drama",Emma Stone Viola Davis Octavia Spencer
Conan the Barbarian,David Leitch,"Action, Sword and Sorcery",Jason Momoa Stephen Lang Rachel Nichols
The Idiotmaker's Gravity Tour,Daniel Kremer,Independent comedy-drama,William Cully Allen K.J. Linhein Alanna Blair
